Культура;Id;Название;Год;Регионы;Категория;Направление использования;Период использования;Срок созревания (гр. спелости);Тип растения;Условия выращивания;Форма;Номер патента
Баклажан;9553464;БАЙКАЛ;2005;;гибрид первого поколения;-;-;-;-;сад.-огород. для з/грунта;-;
Кукуруза;8654763;БАЙКАЛ;2016;3, 4, 7, 8, 9, 10, 11, 12;трехлинейный гибрид;универсальные(ый);-;ранний (раннеспелый);-;-;-;8660
Майоран садовый;9610023;БАЙКАЛ;2004;*;-;-;-;-;-;садово-огородный;-;
Огурец;7952920;БАЙКАЛ;2021;*;-;салатный;-;средний (среднеспелый);пчелоопыляемое;садово-огородный;-;
Перец сладкий;8261288;БАЙКАЛ;2019;*;гибрид первого поколения;-;-;средний (среднеспелый);-;садово-огородный;конусовидная;
Подсолнечник;8356115;БАЙКАЛ;2019;5, 7;простой гибрид;-;-;поздний ( позднеспелый);-;-;-;
Свекла сахарная;9253453;БАЙКАЛ;2010;5, 6;гибрид первого поколения;-;-;-;сахаристый-среднепоздний;-;-;
Жимолость;9908361;БАЙКАЛОВСКАЯ;2002;*;-;-;-;ранний (раннеспелый);-;-;-;
Пшеница мягкая яровая;8057107;БАЙКАЛЬСКАЯ;2022;11;-;сильная пшеница;-;среднепоздний;-;-;-;13223
Слива китайская;9604936;БАЙКАЛЬСКАЯ;2009;11;-;-;-;ранний (раннеспелый);-;-;-;
Солянка холмовая;9358955;БАЙКАЛЬСКАЯ;2009;*;-;-;-;-;-;-;-;
Смородина золотистая;9358547;БАЙКАЛЬСКАЯ СИНЕВА;2008;*;-;-;-;-;-;-;-;
Вишня степная;9462954;БАЙКАЛЬСКИЕ ЗОРИ;2018;*;-;-;-;средний (среднеспелый);-;-;-;
Облепиха;9300775;БАЙКАЛЬСКИЙ РУБИН;1997;11;-;-;-;-;-;-;-;
Огурец;8153289;БАЙКОНУР;2020;*;гибрид первого поколения;салатный;-;средний (среднеспелый);пчелоопыляемое;садово-огородный;-;
Капуста белокочанная;9154099;БАЙОНЕТ;2011;2, 3, 4, 5, 9, 10, 12;гибрид первого поколения;-;-;средний (среднеспелый);-;товарное производство;-;
Хризантема;9051860;БАЙРАМ;2011;*;-;-;-;-;-;-;-;
Лук репчатый;8854080;БАЙРАМ 1;2014;6;-;-;-;ранний (раннеспелый);полуострый;товарное производство;округлая;
Арбуз;8058035;БАЙСАН;2021;*;гибрид первого поколения;столовый;-;средний (среднеспелый);среднеплетистое;садово-огородный;-;
Лук батун;9052768;БАЙЯ ВЕРДЕ;2010;*;-;-;-;-;-;садово-огородный;-;
Шиповник;9204679;БАКАЛ;2000;*;-;-;-;-;-;-;-;
Сорго зерновое;8356024;БАКАЛАВР;2019;9;сорт-популяция;зерновой;-;среднеранний;-;-;-;11168
Баклажан;7954625;БАКАРА;2022;*;гибрид первого поколения;-;-;-;-;садово-огородный;-;
Томат;8057617;БАКИНСКИЕ 622;2021;*;-;салатный;-;ранний (раннеспелый);детерминантное;садово-огородный;округлая;
Базилик овощной;8261102;БАКИНСКИЙ ДВОРИК;2018;*;-;-;-;-;-;садово-огородный;-;9958
Огурец;8154497;БАКИНСКИЙ СЮРПРИЗ;2021;*;гибрид первого поколения;салатный;-;ранний (раннеспелый);партенокарпическое;сад.-огород. для з/грунта;-;
Свекла сахарная;9552968;БАККАРА;2006;3, 5, 6, 7;гибрид первого поколения;-;-;-;сахаристый-среднепоздний;-;-;
Виноград;9705592;БАКЛАНОВСКИЙ;2009;6;-;столовый;-;очень ранний;-;-;-;2579
Спаржа;8152821;БАКЛИМ;2018;*;-;пищевое;-;-;-;садово-огородный;-;
Огурец;9609971;БАКС;2006;;гибрид первого поколения;салатный;-;-;пчелоопыляемое;защищенный грунт;-;
Кукуруза сахарная;9052734;БАКСАНСКАЯ САХАРНАЯ;2011;*;-;пищевое;-;среднепоздний;-;садово-огородный;-;6335
Кукуруза;9463814;БАКСИТА;2008;2, 4, 5, 10;простой гибрид;силосный;-;ранний (раннеспелый);-;-;-;
Кукуруза;9253627;БАКСОС;2011;5;простой гибрид;зерновой;-;среднеранний;-;-;-;
Райграс многоукосный;8152715;БАКУС;2020;*;-;кормовой;-;-;-;-;-;
Салат;8757295;БАКУС;2013;*;-;-;-;-;листовой;садово-огородный;-;
Жимолость;8404704;БАКЧАРСКАЯ;1987;*;-;-;-;среднеранний;-;-;-;
Жимолость;9358706;БАКЧАРСКАЯ ЮБИЛЕЙНАЯ;2013;*;-;-;-;среднепоздний;-;-;-;6846
Жимолость;9609621;БАКЧАРСКИЙ ВЕЛИКАН;2005;*;-;-;-;средний (среднеспелый);-;-;-;
Томат;9051970;БАКШИШ;2010;;гибрид первого поколения;-;-;-;индетерминантное;сад.-огород. для з/грунта;округлая;
Огурец;8953114;БАЛАГАН;2010;*;гибрид первого поколения;консервный;-;ранний (раннеспелый);партенокарпическое;сад.-огород. для з/грунта;-;
Баклажан;9463379;БАЛАГУР;2006;;-;-;-;-;-;сад.-огород. для з/грунта;-;
Огурец;8153158;БАЛАГУР;2020;*;гибрид первого поколения;салатный;-;ранний (раннеспелый);пчелоопыляемое;сад.-огород. для з/грунта;-;
Сельдерей черешковый и листовой;7754109;БАЛАДА;2023;3;гибрид первого поколения;-;-;поздний ( позднеспелый);черешковый;садово-огородный;-;
Яблоня;8600627;БАЛАКЛАВСКОЕ;2014;6;-;-;-;-;-;-;-;
Огурец;9252701;БАЛАЛАЙКА;2008;;гибрид первого поколения;салатный;-;-;партенокарпическое;сад.-огород. для з/грунта;-;
Томат;8653661;БАЛАНС;2015;*;гибрид первого поколения;салатный;-;ранний (раннеспелый);индетерминантное;садово-огородный;плоскоокруглая;
Свекла сахарная;7853658;БАЛАНСИЯ КВС;2024;6;гибрид первого поколения;-;-;-;урожайный-среднеранний;-;-;
Томат;9252484;БАЛАТОН;2011;6;-;цельноплодное консервирование;-;среднеранний;детерминантное;товарное производство;яйцевидная;
Земляника;8557097;БАЛБА;2014;6;-;-;-;ранний (раннеспелый);-;-;-;
Капуста цветная;9463511;БАЛБОА;2007;*;гибрид первого поколения;-;-;среднеранний;-;садово-огородный;-;
Пшеница полба;7954064;БАЛДА;2022;*;-;-;-;среднеранний;голозерный;-;-;12345
Сельдерей корневой;8853795;БАЛЕНА;2012;*;-;-;-;средний (среднеспелый);-;садово-огородный;-;
Примула грунтовая;9253129;БАЛЕРИНА;2008;*;-;-;-;-;-;-;-;
Томат;9610090;БАЛЕРИНКА;2004;*;-;цельноплодное консервирование;-;средний (среднеспелый);индетерминантное;садово-огородный;грушевидная;
Салат;8262454;БАЛЕРОН;2019;*;-;-;-;-;кочанный;садово-огородный;-;
Бамия;8153469;БАЛЕТ;2019;*;-;-;-;-;-;садово-огородный;-;
Ирис;7852372;БАЛЕТ;2023;*;-;-;-;-;-;-;-;12738
Огурец;9463453;БАЛЕТ;2006;;гибрид первого поколения;салатный;-;-;партенокарпическое;сад.-огород. для з/грунта;-;
Салат;9703004;БАЛЕТ;1998;*;-;-;-;-;листовой;садово-огородный;-;
Мангольд;8261706;БАЛИ;2018;*;-;-;-;-;-;садово-огородный;-;
Перец сладкий;9252444;БАЛИКО;2008;;гибрид первого поколения;-;-;среднеранний;-;сад.-огород. для з/грунта;призмовидная;
Мятлик луговой;9603840;БАЛИН;1998;*;-;для газонов и на корм;-;-;-;-;-;
Кукуруза;8457583;БАЛИСТО;2018;5;трехлинейный гибрид;универсальные(ый);-;среднеранний;-;-;-;
Базилик овощной;7954303;БАЛКОННОЕ ЧУДО;2022;*;-;-;-;-;-;садово-огородный;-;
Огурец;8354753;БАЛКОННОЕ ЧУДО;2018;*;гибрид первого поколения;салатный;-;ранний (раннеспелый);партенокарпическое;садово-огородный;-;10176
Томат;9606165;БАЛКОННОЕ ЧУДО;1997;*;-;салатный;-;средний (среднеспелый);детерминантное;садово-огородный;округлая;
Томат;7954343;БАЛКОННЫЕ СЕРДЕЧКИ;2022;*;гибрид первого поколения;салатный;-;ранний (раннеспелый);детерминантное;садово-огородный;сердцевидная;
Огурец;9252695;БАЛКОННЫЙ;2008;;гибрид первого поколения;салатный;-;-;партенокарпическое;сад.-огород. для з/грунта;-;
Огурец;7952941;БАЛКОННЫЙ КРАСАВЧИК ХИКМЕТ;2021;*;гибрид первого поколения;салатный;-;ранний (раннеспелый);партенокарпическое;садово-огородный;-;
Огурец;8261097;БАЛКОНЧИК;2019;*;-;салатный;-;ранний (раннеспелый);партенокарпическое;садово-огородный;-;10461
